id,daysUntilLastEdit,daysUntilSolved,countEditions
17601105,0,0,3
7148187,0,0,3
23298348,0,0,3
14611517,0,0,3
50773185,0,0,5
34514363,0,0,3
21694909,0,0,3
10237520,0,1,3
35112736,0,0,3
36118358,3,4,6
40097802,0,0,5
23415886,0,0,3
905498,0,0,4
22330243,6,10,5
12448380,0,0,6
10631814,0,0,3
50618966,0,0,3
10630677,0,0,3
50926289,0,0,3
46195816,0,0,3
12188961,0,0,4
21888088,0,0,3
10149370,0,0,3
42413248,0,6,4
19392219,0,0,3
31147627,0,1,3
32685907,0,1,3
11083492,0,0,3
3624489,0,0,3
17762134,0,0,3
52190803,0,0,4
3003261,0,0,3
9994727,0,0,3
23666990,0,1,6
30944780,0,0,3
30856278,0,42,4
40743104,0,0,3
41039572,0,0,6
11089828,0,0,3
11149837,2,4,8
33335455,0,0,3
50940719,0,0,3
6299187,0,1,4
3105911,0,0,3
38694023,0,1,4
38368613,0,0,8
35108880,0,174,3
34254406,0,0,3
25582905,0,0,6
28309392,0,7,3
17846191,0,0,3
41073749,0,0,4
26293894,11,55,5
36460180,0,0,4
5890346,1,195,7
35051713,0,0,4
42690962,0,0,3
3166080,0,0,3
33213280,0,0,4
31156532,0,0,3
5965066,0,0,3
50832206,0,0,4
9496940,1,1,4
33643740,0,0,3
6470260,0,0,3
11776720,0,0,3
17405606,0,1,9
35790293,0,0,3
22976153,0,1,3
6219483,0,0,3
29596244,0,1,3
23847339,0,0,5
11208614,0,0,3
10898784,0,0,3
49156893,0,0,3
49756613,0,0,7
20067190,0,0,5
14281800,0,0,4
15440917,0,0,3
31625822,0,0,4
7656305,0,0,4
13696287,0,8,5
35274399,0,0,4
20231145,0,0,3
30954709,0,0,3
6416868,1,1,5
21499149,0,4,3
33254393,0,0,4
26324770,0,0,4
33194030,0,0,3
42378294,0,1,4
22626298,0,0,3
44752077,0,0,3
52987684,19,19,9
50570375,0,0,6
51546564,0,0,3
3083142,0,0,3
23846554,0,0,4
23032494,0,0,6
50992266,0,1,4
17440789,0,0,5
45370061,0,0,3
31905234,1,1,4
46298600,30,31,5
28072902,0,0,3
6813458,0,0,3
6237696,0,0,3
4119857,0,0,3
20157576,0,0,3
39635377,0,0,3
12985362,0,7,5
41296293,0,0,3
2303470,0,0,3
52978430,0,0,12
24784496,0,0,4
45156057,0,0,3
51165012,0,0,3
9344823,0,0,4
10403962,0,0,4
40349239,0,0,3
5396967,0,0,3
7445821,0,0,3
6509137,0,1,4
10271187,0,0,3
27415921,0,0,5
47797056,0,0,3
1780833,0,0,3
35090884,0,0,3
1156097,0,0,3
10671284,0,0,4
37953950,0,0,3
37301172,0,0,3
37186259,0,0,5
12016765,0,0,8
12384820,0,0,3
45367658,0,0,3
25815957,0,0,3
33268132,0,0,3
23861151,0,0,3
53168467,0,0,7
3743652,0,0,3
38415483,0,0,4
20267501,0,0,3
10741179,0,0,3
46002993,0,0,3
45837074,0,0,6
30206633,0,0,3
36705698,0,0,3
7831328,0,0,3
10286483,0,0,3
6622214,0,0,3
4118989,0,0,3
50581880,0,0,3
7380538,0,0,3
38186153,0,0,4
21458306,0,0,5
22882104,0,0,3
23553338,0,1,3
52826436,0,0,3
13087436,0,0,5
22862277,0,0,3
50510624,0,0,3
31618700,0,0,3
34124685,0,0,3
5998247,0,0,3
53346944,0,0,3
23306903,0,0,3
24352176,0,0,5
17879505,0,0,3
3664669,0,0,3
10768095,0,2,3
33230521,0,0,5
19269712,0,0,3
14247606,0,0,5
32628706,0,0,3
13070267,31,225,4
4369,0,0,4
31943172,0,1,3
29685752,0,0,3
12712177,0,0,3
43423508,2,4,6
37631299,0,6,3
35720234,0,0,3
42461321,0,0,3
2906069,0,1,3
23226154,0,1,3
20349334,0,0,3
36360932,0,0,3
28634460,0,0,3
20392989,0,0,3
26290372,0,208,3
32172647,0,1,3
22947140,0,0,3
21487420,0,0,4
26345661,0,0,3
10726510,0,3,3
32207918,0,0,3
43671489,0,0,3
24020397,0,0,4
22940349,0,0,4
32054426,0,0,4
19619089,0,1,3
15457717,0,1,5
30953603,0,0,4
10815698,0,0,4
26393236,0,0,3
38418929,2,4,5
38852012,0,0,4
23539862,0,0,3
36156301,0,0,3
49583470,0,0,3
32194622,0,0,4
3097426,0,0,3
35617201,0,0,4
35339038,0,8,5
49689781,0,3,3
18934948,0,0,3
3272022,0,6,3
2448897,0,0,3
14431516,0,825,3
14292222,0,0,4
26374317,0,0,3
9374901,0,0,3
34335528,0,0,4
22982285,0,0,3
17572332,0,0,4
45544780,0,0,6
30786933,0,0,7
37236002,0,0,3
7897875,0,0,3
46418982,0,0,3
5172107,0,0,3
33409444,0,0,4
13543767,0,0,6
35716159,0,0,3
37876954,0,0,4
21484435,0,0,3
26157142,0,0,4
52899452,0,0,3
45532546,0,0,3
17317431,0,0,3
45218329,0,0,3
5174770,0,1,4
16425061,0,0,3
51749892,0,0,3
7861580,0,0,3
1044108,0,0,3
44863129,0,0,3
9451845,0,0,3
47408886,0,0,4
7802918,0,72,5
30800380,0,28,7
1410959,0,0,3
51310322,0,1,3
18863754,0,0,7
13031138,0,0,5
37915298,2,3,6
52922671,0,1,4
13563098,0,0,3
20828600,0,0,3
48632981,0,1,3
14377618,0,0,3
26335908,0,0,4
13109993,0,0,3
48025929,0,0,4
1303413,0,0,3
36879236,0,0,5
1131005,0,0,3
35740972,0,0,3
3271946,0,0,3
40448067,0,0,5
30788560,0,0,3
967443,0,1884,3
4945117,0,0,3
39452338,0,0,3
9580710,0,0,3
45854412,0,0,6
22409780,0,0,3
45584606,0,0,5
48483171,0,0,3
29583434,0,0,8
8692761,0,0,3
16031721,0,0,8
9718119,0,1,3
22111737,0,1,7
402658,0,0,3
15888991,0,0,3
31291863,0,0,3
48035620,0,2,5
28818939,0,0,3
53478239,0,0,3
53525364,0,0,4
8913774,0,0,4
48062764,0,0,3
9768793,0,0,3
4489885,0,0,4
16496838,0,1,3
15802290,0,0,3
13291903,0,0,4
17134651,0,0,3
15771493,0,1,3
16122086,0,0,3
15248430,0,0,3
29491540,0,0,3
4339077,0,0,3
28154055,0,0,4
29895667,0,0,3
15620142,0,3,3
16298260,0,0,3
2282614,1,1,5
4643536,0,0,4
24914726,0,0,3
2159746,0,3,5
15690351,0,0,3
46675576,0,0,3
1938588,0,0,3
2074258,0,7,6
4536458,0,0,3
12567215,0,0,3
38016137,0,0,3
47670288,0,1,4
25972919,0,0,6
27057403,0,12,3
24543505,0,0,3
1855464,0,0,3
15742777,0,120,3
12516314,0,0,3
16888600,0,0,4
13722540,0,0,4
8135587,0,0,7
14050482,0,21,3
39827641,0,0,3
16698741,0,0,3
15266850,0,0,4
16324956,1,1,4
8056243,0,0,3
27106762,0,0,7
8761484,0,0,3
8427862,0,0,3
8019834,0,0,3
28139154,0,0,3
10055659,0,20,4
9217486,0,0,3
8583756,0,0,4
29047940,0,0,5
29218909,0,0,4
43376633,0,0,3
41845371,0,2,4
14657154,0,766,3
13920812,0,1,3
24922121,0,0,3
24216161,0,0,3
23870673,0,0,3
13344074,0,0,3
8622976,0,0,3
24226085,2,4,8
46113185,0,0,4
25468067,0,0,3
25967991,0,0,7
23600149,0,0,3
14724193,0,10,3
40858859,0,0,3
15338158,0,0,3
2130552,0,0,3
37533868,0,0,3
19406847,0,0,3
3566859,0,0,3
8590703,0,0,3
28164558,0,0,3
41693550,0,0,3
25278889,0,7,3
40837686,0,0,3
25371503,0,0,3
26662274,0,0,3
48720829,0,15,6
7394474,0,0,5
1585308,6,6,5
29308808,0,0,3
26999620,0,0,5
27044749,0,0,3
30910569,0,0,4
13798788,0,0,5
43828085,0,0,3
35468344,1,8,4
4632323,0,0,5
29882962,0,1,3
16232954,0,0,3
8702834,1,7,7
24939813,0,1,3
17474455,0,0,3
25692695,0,0,3
15325368,0,0,3
22605042,11,11,4
15474179,0,0,4
12639784,0,0,5
14836769,0,0,3
11079453,0,15,3
25224587,0,0,3
41808501,0,0,3
22676538,51,53,5
25121407,0,0,4
876239,0,0,3
53266164,0,0,4
1169837,0,0,3
23538620,0,0,3
43276474,0,0,3
32391393,0,0,3
11201155,0,0,7
25641379,0,0,3
1212123,0,0,3
41818245,0,0,5
7665246,0,0,3
19723240,0,0,3
32898937,0,0,3
42933696,0,0,3
7048571,0,0,3
19306506,0,1,3
2559512,0,0,3
28307662,0,0,3
23202218,0,0,3
38710904,0,7,3
8614734,0,0,4
36914606,0,2,4
6677181,0,0,3
2308546,0,0,5
3471809,0,0,3
13944777,0,0,5
12322909,0,1,3
12179135,0,0,3
23470755,0,0,8
6748453,0,0,3
22568721,0,0,3
51088776,0,0,3
18194447,0,0,5
43003887,0,0,3
5090178,0,0,5
25919558,0,0,3
31209033,0,0,3
14928793,0,0,3
17595581,0,0,3
50732391,0,0,3
7033222,0,5,3
48436712,0,0,3
47319238,0,1,3
43000061,0,0,3
34464523,0,0,3
22531720,0,0,4
5410082,0,7,6
20484311,0,0,3
42650611,0,0,3
4968250,0,0,3
45285689,0,2,3
52750583,0,0,4
53352339,0,0,3
19121092,0,0,3
20648718,0,0,3
10401291,0,0,3
20933067,0,0,4
7228254,0,1,4
20066996,0,0,3
19028295,0,0,3
20406952,0,0,5
47277133,0,0,4
48225008,0,0,3
19567948,0,0,7
26002654,0,0,3
35251515,0,0,3
19445446,0,0,3
32284940,0,0,3
7467416,0,0,3
19532304,0,0,4
31407233,10,11,6
40383347,5,5,4
25790178,0,0,3
11632764,0,0,3
21718389,0,30,3
18658399,0,3,4
44304431,0,0,3
13943549,0,0,3
52475022,0,1,3
1628608,0,0,3
6370139,0,625,6
43038287,0,0,6
26549137,0,0,3
32283316,0,0,3
32681074,0,0,3
32954027,0,0,3
41449323,0,0,3
18067689,0,178,3
41628784,0,287,3
2474300,0,0,4
17378223,0,0,6
52357560,0,0,3
19469057,0,0,3
35512089,0,0,3
21166561,0,0,4
36433555,0,0,3
9437178,0,0,4
9481570,0,0,3
10722901,0,0,3
12904492,0,0,4
22775608,0,1,3
36767275,0,0,5
21022749,0,1,3
5382040,0,0,3
21245207,0,22,3
17610064,0,0,3
19248533,0,34,4
28565947,0,0,3
41140102,0,0,4
9467267,0,0,7
23139950,0,0,3
33700816,0,0,3
42699899,0,0,3
3174472,0,0,4
41586708,0,0,3
20137996,0,0,4
12100432,0,0,3
20326860,0,0,4
43868247,0,0,3
41292272,0,0,5
39649775,0,0,3
45314026,0,0,3
46824329,12,123,15
42043647,0,0,3
30416320,0,0,3
6199926,0,0,5
41613897,0,0,3
26865926,0,0,4
21056990,0,6,5
5946225,0,0,3
11646112,0,0,4
42726247,0,0,5
23035005,0,0,3
10084248,0,0,4
26392229,0,0,3
8154818,0,0,4
43789200,0,0,3
3452927,0,0,3
31947689,0,0,3
16986093,0,0,4
36802068,0,0,4
18704907,0,0,3
1250168,0,0,3
52830938,0,0,11
48950551,0,0,6
53017949,0,0,3
5896191,0,0,8
40795216,0,1,3
5914078,0,3,3
19876238,0,0,3
41444245,0,0,4
52294844,0,5,4
43038663,0,0,4
45302950,0,0,3
11501961,0,0,3
9549214,0,0,3
11563198,0,2,6
19431004,0,1,3
21146522,0,0,3
45939192,1,2,4
46578752,0,1,4
24412586,0,0,3
41985936,0,0,4
42527240,0,0,5
50091420,0,1,4
24854749,0,0,3
33464448,0,0,3
50021084,0,0,5
7315542,0,0,3
37233238,0,0,3
22506857,0,0,3
41352299,0,0,3
25784636,0,0,3
30517983,0,0,3
27689085,0,0,3
14923850,0,0,3
15448344,0,0,3
24509635,0,0,3
21362670,0,22,4
45951852,0,0,3
45836782,0,0,5
5955252,0,0,3
26752807,0,0,4
3113136,0,0,3
6304609,0,0,3
12828199,0,0,4
31973400,0,1,4
12786070,0,0,6
49789401,0,0,3
25744771,0,0,4
12305216,0,0,4
28519105,0,0,3
11581798,0,0,3
39183500,0,0,3
43398564,0,0,3
36361843,0,0,3
2411803,0,0,3
32798347,1,1,4
36794944,0,0,6
18608281,0,0,3
38352801,0,0,3
30579260,0,0,3
37762904,0,0,3
36720328,0,0,3
49785755,0,2,3
35701532,0,0,3
38029326,0,0,3
26403319,0,0,3
1088207,0,0,3
38601057,1,1,4
37205195,0,0,3
13076351,0,0,3
44081689,0,0,5
16943968,0,0,4
52925817,0,0,5
5987540,0,35,3
49584876,0,0,3
49827208,0,4,5
32099461,0,1,3
7921697,0,0,3
39562097,0,0,3
24363319,0,0,4
4113118,0,0,3
48309704,0,7,3
14271044,0,0,3
32212562,0,0,3
26162226,0,0,5
2521020,0,2,3
187526,0,4,3
11400004,0,0,3
5850657,0,0,3
3966451,0,0,3
35002254,0,0,3
19348978,0,0,4
7027911,0,0,3
3056905,0,0,4
10779296,0,0,3
6971160,0,0,3
35676544,0,14,4
44072888,0,1,4
36609643,0,1,6
14069521,0,4,3
13062955,0,1,3
22158478,1,1,5
27455561,0,0,3
38183708,0,0,3
3937673,0,0,3
17399702,0,0,3
33436235,0,0,3
37084723,0,0,3
32045245,0,0,6
18325331,0,0,3
36601326,0,0,3
35194451,0,136,3
6859933,0,0,3
11874535,0,13,3
35643538,0,0,3
12085318,0,0,3
37410338,0,0,3
30466191,0,0,3
38718331,0,0,4
13090401,0,0,3
28631196,0,0,3
37811663,0,0,3
46062278,0,0,4
47405415,0,0,3
11959047,0,0,6
20531775,0,0,3
46579884,0,28,4
52876210,0,0,3
13564822,0,1,4
34214573,0,0,3
1514304,0,0,3
17351110,0,3,3
14334470,0,0,3
49573352,0,0,4
2366879,0,0,3
13035925,0,0,4
45966825,0,1,3
1358625,0,84,4
53128494,0,0,4
38258561,0,0,3
23481228,0,0,3
40740458,0,0,3
18043507,0,0,3
12314622,0,0,3
39500356,0,0,4
1088460,0,0,5
43654714,0,0,3
34218428,0,0,3
47956612,0,1,3
36742716,0,1,5
17072765,0,0,4
12214152,0,0,3
1587034,0,0,3
51810767,0,1,5
44342314,0,0,3
30587027,0,0,3
6053216,0,0,3
2359134,0,0,3
13089587,0,0,4
32099094,0,0,3
45168765,0,0,5
36573413,0,0,4
20434663,0,0,3
49185719,0,0,3
35329054,0,0,4
36550045,0,0,4
51200967,0,0,3
5567855,0,0,3
31325189,0,0,3
8853338,0,8,3
49874516,0,0,3
422411,0,0,3
545275,0,0,4
48550927,0,1,4
8299734,0,0,3
51245362,0,0,5
9791712,1,3,5
51720426,0,1,3
16571292,0,0,4
4534596,0,0,3
4576457,0,0,3
29464985,0,286,3
15762569,0,0,3
52162112,0,0,3
4540936,0,0,3
17112102,0,0,4
8268421,0,0,3
4279385,0,0,3
16034513,0,0,3
16219380,0,1,3
29371378,0,0,3
51700684,0,0,3
5535649,0,4,3
16750410,0,0,3
30310370,0,0,3
49493038,0,0,4
27750939,0,0,3
16685508,0,0,3
9252218,1,2,5
17120738,0,0,3
1947471,0,0,3
8665006,0,19,3
2281754,0,0,6
15011703,0,1,3
40815041,0,0,4
27665505,0,0,4
28713592,0,0,3
1985911,0,0,4
1897321,0,0,3
14115004,0,2,3
27157174,0,1,3
14711668,0,1,5
44173583,0,27,3
25625436,0,0,3
16302118,0,1,3
16575280,0,0,3
27365250,80,80,4
2056661,1,6,4
28833883,0,0,3
25453209,0,0,3
26786899,0,5,6
4135313,0,0,4
29379149,0,0,3
1920745,0,0,4
2048238,0,0,3
26371010,3,9,5
1144805,0,0,5
13343700,0,7,3
8183240,0,0,3
39906704,0,0,3
2276416,0,0,3
27766230,0,0,4
8309701,0,8,3
4355562,0,1,5
24229692,0,0,3
29888035,0,0,3
14679699,0,0,3
25394759,1,1,4
35406831,0,0,5
16653958,0,0,3
